X,Y,NDVI,Building_Density,SVF,Albedo,Distance_to_Water,Elevation,LST
0,0,-0.050000000000000024,0.0,0.926809440785789,0.09081746388772488,0.0,105.79646955565453,18.65535752812894
1,0,-0.050000000000000024,0.0,0.9354293047188964,0.10046211138304953,0.0070710678118654745,106.37854546273618,19.12567616434526
2,0,-0.050000000000000024,0.0,0.9392620495994797,0.1151777893863874,0.014142135623730949,107.25938794020021,19.550851605468544
3,0,-0.0498334361382161,0.0,0.929027618440732,0.15396360524538433,0.021213203435596423,108.15866605651446,19.648100137644267
4,0,-0.04155820848783527,0.0,0.8966481959308894,0.18793172247584614,0.028284271247461898,109.05389906780523,19.59501896824405
5,0,0.04448633240126972,0.0,0.8771789149340865,0.18183981321067424,0.035355339059327376,110.14061926159533,18.313825819314474
6,0,0.23102300980821622,0.0,0.8875751842932631,0.1356207176597287,0.04242640687119285,111.54679880324963,15.785999940038897
7,0,0.32180838628498054,0.0,0.9305026024468313,0.1633349872249123,0.049497474683058325,113.13314776942573,14.346832930051061
8,0,0.3815959643967929,0.0,0.9575128785684095,0.19244551791814182,0.056568542494923796,114.68267099565712,13.495825717879782
9,0,0.4745277541255757,0.0,0.9570995291770021,0.1828668142011216,0.06363961030678927,116.20118864971872,13.076185384509808
10,0,0.5223130833134081,0.0,0.955433475182683,0.17810686504417542,0.07071067811865475,117.80230125033276,13.010494479419727
11,0,0.5222333474591654,0.0,0.952365374307991,0.1352936010919978,0.07778174593052023,119.35873909326375,13.672211982917407
12,0,0.46929313321588917,0.0,0.925152073989045,0.1461825500044799,0.0848528137423857,120.57783129144346,14.074664390565307
13,0,0.5005727235003763,0.0,0.9142128969905968,0.17063174893424912,0.09192388155425117,121.45824816080881,13.721508051508737
14,0,0.5647217657377879,0.0,0.9429201573437288,0.12636140861265768,0.09899494936611665,122.4334751789988,13.866485825729182
15,0,0.5701051450156773,0.0,0.9395405683384752,0.21352874840842692,0.10606601717798211,123.97141632031939,12.827958392732418
16,0,0.5681991215275596,0.0,0.8917072022485086,0.16591622241534307,0.11313708498984759,126.13065779791012,13.595776521982451
17,0,0.6002811922861302,0.0,0.8674741547722818,0.22574157586211782,0.12020815280171308,128.55224161557373,12.824354952124999
18,0,0.6259846621223335,0.0,0.8944836167004431,0.22702595344698562,0.12727922061357855,130.77327928342336,12.574057371750877
19,0,0.715377125834542,0.0,0.9336703563817977,0.20851169505150713,0.13435028842544403,132.4948847837127,12.377861882762975
20,0,0.7670880345832944,0.0,0.9617114041052565,0.2658100554498078,0.1414213562373095,133.70915548856817,11.485457801381793
21,0,0.7439958408097413,0.0,0.9799396426694429,0.2528484784743889,0.14849242404917495,134.72769418665735,11.63803521473386
22,0,0.7326498131079388,0.0,0.981595732497839,0.2154165882998019,0.15556349186104046,136.0036968413615,12.138609903565717
23,0,0.7038489676793144,0.0,0.9639880237631996,0.216420276055065,0.16263455967290594,137.77638245469242,12.290808149767189
24,0,0.7324456821243173,0.0,0.9552085595722994,0.26740257230400155,0.1697056274847714,139.87044313140723,11.68626465965833
25,0,0.7613892611574505,0.0,0.9700808886262005,0.24589649512464662,0.17677669529663687,141.83707912708283,11.861491669196035
26,0,0.7143900692142644,0.0,0.9702380103252273,0.2473471238699145,0.18384776310850234,143.29690073374576,11.952086565703796
27,0,0.6382752020110953,0.0,0.9570716788685225,0.1291704783034648,0.19091883092036782,144.21597226320185,13.62244413493993
28,0,0.6176715124639829,0.0,0.9600090363751212,0.19366378061863565,0.1979898987322333,144.8844878709888,12.90664965998758
29,0,0.6752385209179139,0.0,0.9629187648764888,0.16042921111774025,0.20506096654409875,145.5995409904733,13.154001685693816
30,0,0.7411280286233737,5.503298689626916e-07,0.9600264154503457,0.21447674287986382,0.21213203435596423,146.39596745808174,12.435950765481145
31,0,0.7460049157417198,1.8287323092241132e-05,0.9428436629423238,0.25835016341051187,0.2192031021678297,147.13183561244227,12.038959116440799
32,0,0.7117951692450417,0.0002241030875038271,0.921019811290257,0.28934519546978543,0.22627416997969518,147.7801154075387,11.846401398010691
33,0,0.6481514405305344,0.0010204349794648742,0.939280699167481,0.19514730396810287,0.2333452377915607,148.5317912923642,13.02419473805941
34,0,0.5996769769231021,0.0017547157201426057,0.9714285807915591,0.18979044336346634,0.24041630560342617,149.59518991135837,13.064381783223173
35,0,0.6324389903861659,0.0011846677042406375,0.9853581757039098,0.20570637004180292,0.2474873734152916,150.98650154239652,12.723307787376983
36,0,0.6569298648797299,0.00033928010105612697,0.9912749651043975,0.18383127695512058,0.2545584412271571,152.57687822565316,13.020725313206874
37,0,0.6810075694647801,4.6338165252938004e-05,0.9843244156042337,0.25251072858916623,0.26162950903902255,154.277165975954,12.377299957355365
38,0,0.7438388560751651,2.2792643422705152e-05,0.9497402210692427,0.22102071566244813,0.26870057685088805,156.11087266232525,12.978405988395023
39,0,0.7613341800570729,0.0002398665311393518,0.9160664205219136,0.23529109699141912,0.2757716446627535,158.15071556320743,13.05574836478659
40,0,0.7305002131999683,0.0010745505496824513,0.9153961608358869,0.24706074353966231,0.282842712474619,160.39217963126913,13.010594993115769
41,0,0.7045400838098554,0.0017716328128276598,0.8786092189279935,0.21397956628077902,0.28991378028648446,162.60853196050132,13.561744609896518
42,0,0.688095891682379,0.0010745632626528525,0.8149161352976803,0.18751621156232356,0.2969848480983499,164.39855663328953,14.092347595051484
43,0,0.6845274950599837,0.0002399896958643605,0.8377240032621682,0.20292883431262954,0.3040559159102154,165.56351070690627,13.758833271835801
44,0,0.68784973726185,2.315801908088959e-05,0.9023501243842711,0.1833543487369675,0.3111269837220809,166.39080934460816,13.703800009731381
45,0,0.7140651863515356,5.3033902604716126e-05,0.9248899676765487,0.21877042854098708,0.31819805153394637,167.3867818255343,13.167357927380367
46,0,0.7167541057173732,0.000450366898346758,0.9046454899431262,0.25410894019966096,0.3252691193458119,168.83411643623504,12.921289499972103
47,0,0.7107047914674448,0.001728646830058908,0.89799992807025,0.1810382593477207,0.33234018715767727,170.77618268800165,13.963276622154545
48,0,0.7044247563331233,0.002687881894961877,0.8847563563126004,0.15318878531880062,0.3394112549695428,173.19826528873804,14.420033546991323
49,0,0.6834324955336606,0.001764870403323806,0.8285258158205513,0.21510637812836916,0.3464823227814083,175.91836035802598,13.858262347101888
50,0,0.6473344377194397,0.0014983555849974331,0.81146235689222,0.18981089223403017,0.35355339059327373,178.4455899077525,14.113887358101628
51,0,0.6678186770100765,0.003560972955326966,0.84081414508916,0.21525185307579128,0.36062445840513924,180.27029086273572,13.428564952501663
52,0,0.6425798928224261,0.005779905380715282,0.8574238140359038,0.20953950693048234,0.3676955262170047,181.32233621468305,13.404237425451777
53,0,0.6083478669654118,0.006890803174091663,0.8844212948518246,0.14535639266779776,0.3747665940288702,182.04422815218305,14.166894015474774
54,0,0.63925720027061,0.009443855590569176,0.941548490988045,0.22419658649837013,0.38183766184073564,183.00523751992176,12.86472472140654
55,0,0.6853765547317403,0.015235031281172285,0.973379144227642,0.18411973369164447,0.38890872965260115,184.41889295620257,12.975905174765334
56,0,0.6484403935753748,0.018437885920666162,0.9687624200669074,0.21065072976833213,0.3959797974644666,185.9650007340535,12.591554970469575
57,0,0.6239041734159149,0.011027243693738116,0.9561582393289871,0.1924413132812801,0.40305086527633205,187.11672802058905,12.776727279228322
58,0,0.6691446177948984,0.00569819447650945,0.9288946840946345,0.19951491498905857,0.4101219330881975,187.68812091261373,12.637850140708794
